ref	tcz	en_web	en_kjv	tcz_gospelgo
EXO 18:2	Mose'n jong anupa pa, Jethro heng'a ajinu Zipporah le achapateni chu asol'in, chuin amahon insung'a apuilut uvin ahi.	Jethro, Moses’ father-in-law, received Zipporah, Moses’ wife, after he had sent her away,	then Jethro, Moses’ father in law, took Zipporah, Moses’ wife, after he had sent her back,	
EXO 18:3	Mose chapa pengmasa min chu Gershom ahin*, achapa apen lhah chun Mose'n hiti hin aseiye. “Mi gamsung'a khosa kahi,” tia ana minsah chu ahi.	and her two sons. The name of one son was Gershom, for Moses said, “I have lived as a foreigner in a foreign land”.	and her two sons; of which the name of the one was Gershom; for he said, I have been an alien in a strange land:	
EXO 18:4	Ani channa achapa min chu Eliezer* asah in, Mose'n hiti hin aseije, “Keima khangluiya pat ka Pathen chun Pharaoh chemjam akon eihuh hing ahi,” tia asah ahi.	The name of the other was Eliezer, for he said, “My father’s God was my help and delivered me from Pharaoh’s sword.”	and the name of the other was Eliezer; for the God of my father, said he, was mine help, and delivered me from the sword of Pharaoh:	
EXO 18:5	Mose nupa pa, Jethro chu Mose vil lin gammang lam'a ahung tan ahile. Aman ajinu le achapa teni chu ahin puijin, Mose le amiten gamthip lah Pathen molsang kom'a ngahmun akisem nau mun'na ahinpha taovin ahi.	Jethro, Moses’ father-in-law, came with Moses’ sons and his wife to Moses into the wilderness where he was encamped, at the Mountain of God.	and Jethro, Moses’ father in law, came with his sons and his wife unto Moses into the wilderness, where he encamped at the mount of God:	
EXO 18:6	Jethro'in jong Mose chu thu athot tan, “Keima Jethro nanupa pa kahin, keima nangma vil'a najinu le na chapa teni jaona hung kahi,” ati.	He said to Moses, “I, your father-in-law Jethro, have come to you with your wife, and her two sons with her.”	and he said unto Moses, I thy father in law Jethro am come unto thee, and thy wife, and her two sons with her.	
EXO 18:7	Mose jong pamlam'a agache doh'in anupa pachu agakimu pitai. Amajong akum lhan abeng achop peh tan ahi. Hiti chun khat le khat akilem touvin Mose chen'na ponbuh sung'a alut taovin ahi.	Moses went out to meet his father-in-law, and bowed and kissed him. They asked each other of their welfare, and they came into the tent.	And Moses went out to meet his father in law, and did obeisance, and kissed him; and they asked each other of their welfare; and they came into the tent.	
EXO 18:8	Mose'n jong anupa pa heng'a Pakaiyin ichangeiya Egypt gam'a konna Israel mite chung'a na-ahintoh ham ti thudol'a aseipeh'in ahi.Chule lamkah jouse'a thohgim hahsa athoh nau le agenthei najouseo abonchan anupa pa heng'a asei peh in ahi.	Moses told his father-in-law all that the LORD had done to Pharaoh and to the Egyptians for Israel’s sake, all the hardships that had come on them on the way, and how the LORD delivered them.	And Moses told his father in law all that the Lord had done unto Pharaoh and to the Egyptians for Israel’s sake, and all the travail that had come upon them by the way, and how the Lord delivered them.	
EXO 18:9	Pakaiyin Israelte ichangeiya Egypt mite khut'a kon ahin panpi hitam tithu le ahin huhdohna thudol phatah'a ahet chet phat'in alungthim akipah lheh jeng in ahi.	Jethro rejoiced for all the goodness which the LORD had done to Israel, in that he had delivered them out of the hand of the Egyptians.	And Jethro rejoiced for all the goodness which the Lord had done to Israel, whom he had delivered out of the hand of the Egyptians.	
EXO 18:10	Jethro'n hiti hin aseiye, “Pathen thangvah in umhen.” “Ajeh chu Aman Pharaoh le Egypt mite akona nahin huhdoh jal in. Henge, Pakai bou chu ahiye Egypt mite thanei na konna na huh doh uva! ati.”	Jethro said, “Blessed be the LORD, who has delivered you out of the hand of the Egyptians, and out of the hand of Pharaoh; who has delivered the people from under the hand of the Egyptians.	And Jethro said, Blessed be the Lord, who hath delivered you out of the hand of the Egyptians, and out of the hand of Pharaoh, who hath delivered the people from under the hand of the Egyptians.	
EXO 18:11	“Tun keiman ka hechen sel taije, Pakai hi pakai jouse lah a thanei chung nungpen Pakai ahiye. Ajeh chu Aman aban thahat apan'in Egypt mite akiletsah nauva kon'na ahin huhdoh ahi,” ati.	Now I know that the LORD is greater than all gods because of the way that they treated people arrogantly.”	Now I know that the Lord is greater than all gods: for in the thing wherein they dealt proudly he was above them.	
EXO 18:12	Chuin Jethro amachu Mose ding'a anupa pan jong Pathen angsung'a pumgo thilto kilhaina asem in ahi. Aaron le Israel sung'a upa ho ahung uvin Pathen angsung'a kilhaina ankong chu asoh khom uve.	Jethro, Moses’ father-in-law, took a burnt offering and sacrifices for God. Aaron came with all the elders of Israel, to eat bread with Moses’ father-in-law before God.	And Jethro, Moses’ father in law, took a burnt offering and sacrifices for God: and Aaron came, and all the elders of Israel, to eat bread with Moses’ father in law before God.	
EXO 18:13	Ajing nikhon Mose'n jong atouna a kon'nin mipiho thutan ding'in ahung doh tan ahile, mipiho jong chu nilhum keijin ading tauve.	On the next day, Moses sat to judge the people, and the people stood around Moses from the morning to the evening.	And it came to pass on the morrow, that Moses sat to judge the people: and the people stood by Moses from the morning unto the evening.	
EXO 18:14	Mose nupa pan, hitia mipiho chung'a athilbol amudoh phat'in aman Mose heng'a aseijin, “Hiche laimunna hi ipi mong mong tongdoh inge nati ham? Ipi bol mong inge natia jingkah'a kipat nilhah lamchangeiya mipiho hi nahiti din sah hitam?” ati.	When Moses’ father-in-law saw all that he did to the people, he said, “What is this thing that you do for the people? Why do you sit alone, and all the people stand around you from morning to evening?”	And when Moses’ father in law saw all that he did to the people, he said, What is this thing that thou doest to the people? why sittest thou thyself alone, and all the people stand by thee from morning unto even?	
EXO 18:15	Mose'n adonbut'in ajah'a, “Ajeh chu mipiho hi kaheng'a hung uva Pathen akon kavai hopna hi akilah mang kigot uva ahi.”	Moses said to his father-in-law, “Because the people come to me to inquire of God.	And Moses said unto his father in law, Because the people come unto me to inquire of God:	
EXO 18:16	“Amaho hi ahung kinah komu le kaheng ahin jonlut jiuvin, chuteng keiman thu katan peh jiuvin, Pathen akon nun leh khan dan toh kitoh'a Pathen phatsah bang'a ka hilchen jiuva ahiye,” ati.	When they have a matter, they come to me, and I judge between a man and his neighbor, and I make them know the statutes of God, and his laws.”	when they have a matter, they come unto me; and I judge between one and another, and I do make them know the statutes of God, and his laws.	
EXO 18:17	Chuin Mose nupa pan ajah aseiyin, “na thilbol hi adih poije!” ati.	Moses’ father-in-law said to him, “The thing that you do is not good.	And Moses’ father in law said unto him, The thing that thou doest is not good.	
EXO 18:18	“Mipi ahin nangma nahin na bon'uva na gimna diuva ahi bouve ajeh chu nathilbol hi abeipon ahi. Nangma changseh adin thi lhah satah khat ahiye,” ati.	You will surely wear away, both you, and this people that is with you; for the thing is too heavy for you. You are not able to perform it yourself alone.	Thou wilt surely wear away, both thou, and this people that is with thee: for this thing is too heavy for thee; thou art not able to perform it thyself alone.	
EXO 18:19	“Tun keiman kahil nahiye, ajeh chu keiman kultah'a kahil nahi ngaijin lang Pathen'in naum pijing hen. Mipiho jouse khella hi Pathen ansung'a ding jing nahin, akibaotam nao jouse Pathen angsung'a na selhah ding ahijoi,” ati.	Listen now to my voice. I will give you counsel, and God be with you. You represent the people before God, and bring the causes to God.	Hearken now unto my voice, I will give thee counsel, and God shall be with thee: be thou for the people to God-ward, that thou mayest bring the causes unto God:	
EXO 18:20	“Mipiho hi Pathen akon chonna Danho le phatsahna ho hilchen in lang,hichu aboltei na diuva na thumop'a chule ajui cheh na diuva jong nasei ngaija ahi.”	You shall teach them the statutes and the laws, and shall show them the way in which they must walk, and the work that they must do.	and thou shalt teach them ordinances and laws, and shalt shew them the way wherein they must walk, and the work that they must do.	
EXO 18:21	“Ahinlah mipiho lah akonna thilbol thei miman tam, Pathen ging, nehguh chah guh beija natong thei ding nalhen doh ding ahi. Amaho chun mijakhat lah hihen sangkhat lah hihen jakhat lah hijong le aloi loija vaihomma na pansah ding ahiye.”	Moreover you shall provide out of all the people able men which fear God: men of truth, hating unjust gain; and place such over them, to be rulers of thousands, rulers of hundreds, rulers of fifties, and rulers of tens.	Moreover thou shalt provide out of all the people able men, such as fear God, men of truth, hating covetousness; and place such over them, to be rulers of thousands, and rulers of hundreds, rulers of fifties, and rulers of tens:	
EXO 18:22	“Phat tinna mipi thutanna napan sah diu, thupi diuva thutanna ding aumvang le nangma heng'a hinpuiyun tin, thuneo hojouse vang chu amahon ama chamma atan lhah jeng theiju ahi. Nangma dia jong agom lam hijo ding chule amahon jong nangma nahin kithopi nau jong ahi,” ati.	Let them judge the people at all times. It shall be that every great matter they shall bring to you, but every small matter they shall judge themselves. So shall it be easier for you, and they shall share the load with you.	and let them judge the people at all seasons: and it shall be, that every great matter they shall bring unto thee, but every small matter they shall judge: so shall it be easier for thyself, and they shall bear the burden with thee.	
EXO 18:23	“Hichengse hi na jui'a ahile, nangma chunga Pathen in tohding nahin peh teng doujou'na tha naneijoh ding chule mipihon jong lungmoung sella ama ama in cheh akile jut thei diu ahi.”	If you will do this thing, and God commands you so, then you will be able to endure, and all these people also will go to their place in peace.”	If thou shalt do this thing, and God command thee so, then thou shalt be able to endure, and all this people shall also go to their place in peace.	
EXO 18:24	Mose'n jong anupa pa Jethro thusei chu angaijin, aman aseibang bang'in aboltan ahile apha lheh jeng tai.	So Moses listened to the voice of his father-in-law, and did all that he had said.	So Moses hearkened to the voice of his father in law, and did all that he had said.	
EXO 18:25	Israel mite lah akonin thilbol thei miman tam cheh alheng doh tan. Amaho chengse chu Israel mite lah'a lamkaija pang ding hichu mi sangkhat, jakhat chung'a vaihomin apan sah soh kei uve.	Moses chose able men out of all Israel, and made them heads over the people, rulers of thousands, rulers of hundreds, rulers of fifties, and rulers of tens.	And Moses chose able men out of all Israel, and made them heads over the people, rulers of thousands, rulers of hundreds, rulers of fifties, and rulers of tens.	
EXO 18:26	Amaho chun kiphunna le baotam na nei ho chu Mose heng'a ahin lhut lut jiuvin ahi. Thuneo boina hovang chu amahon acham'un a sulham jiuvin ahi,	They judged the people at all times. They brought the hard cases to Moses, but every small matter they judged themselves.	And they judged the people at all seasons: the hard causes they brought unto Moses, but every small matter they judged themselves.	
EXO 18:27	Hicheho jouse nung hin, Mose'n anupa pa asol in, anupa pa Jethro in jong alam pi ahung'na mama chu ahoh in akile tan ahi.	Moses let his father-in-law depart, and he went his way into his own land.	And Moses let his father in law depart; and he went his way into his own land.	
EXO 19:1	Israel miten Egypt gamsung* ahin dalhah kalseo lhani lhin'in Sinai mun gamthip ahung lhung atovin ahi.	In the third month after the children of Israel had gone out of the land of Egypt, on that same day they came into the wilderness of Sinai.	In the third month, when the children of Israel were gone forth out of the land of Egypt, the same day came they into the wilderness of Sinai.	
